soil_type,rainfall_mm,temp_high_c,temp_low_c,humidity_percent,sunlight_hours,wind_speed_kmph,temp_avg_c,recommended_crop
Peaty,73.6,22.9,9.9,29.9,7,17.4,16.4,Wheat
Peaty,251.3,38,19.8,62.8,6.8,19.4,28.9,Wheat
Peaty,88.1,23.5,24,35.7,4.9,3.4,23.8,Mustard
Red,105.8,27.1,7.7,64.7,4.3,2.1,17.4,Mustard
Peaty,29.6,27.5,15.2,88.1,10.7,26.7,21.4,Chana
Clayey,294.7,28.9,6.1,86.3,7.9,5.2,17.5,Soybean
Calcareous,327.9,35.8,9.1,36.2,8.5,18.3,22.4,Barley
Calcareous,322.8,36,6.8,32,7,28.7,21.4,Soybean
Peaty,68.5,34.4,13.1,59.3,5.1,16.3,23.8,Bajra
Black,363.3,20.4,21.4,61.1,7.6,5.9,20.9,Barley
Clayey,275.5,31.3,16.5,66.4,5.8,13,23.9,Sugarcane
Clayey,361.1,34.9,9.5,71.9,10.7,19.5,22.2,Cotton
Loamy,189.9,28.9,5.8,62.1,11.9,23.4,17.3,Sesame
Sandy,186,38.9,16.1,27.8,11.1,19,27.5,Tur
Saline,318.1,36.5,7.7,75.3,8.2,3,22.1,Maize
Saline,55.5,32.8,11.9,25.6,9,6,22.3,Chana
Black,217.9,21.2,15.2,21.4,11.6,12.4,18.2,Bajra
Saline,337.8,33,23.1,73.9,8.3,21.8,28,Groundnut
Loamy,335.5,38.2,6.6,58.4,9.1,18.4,22.4,Bajra
Alluvial,383.3,27.6,18.4,68.9,9,3.3,23,Bajra
Saline,285.3,36.8,5.3,46.8,9.7,24.3,21,Mustard
Clayey,99,26.3,17.6,20.8,9.1,18.9,22,Soybean
Alluvial,27.7,31.4,16,43.2,9.4,26.8,23.7,Chana
Saline,202.2,33,21.2,62.6,9.8,13.7,27.1,Chana
Clayey,215.2,33.6,15.6,35.8,10.5,15.7,24.6,Rice
Clayey,111.3,37.7,12.1,68.1,7.2,13.4,24.9,Maize
Peaty,67.4,24.7,9.9,75.6,10,22.2,17.3,Groundnut
Calcareous,242.8,25.2,6.7,51.8,4.8,23.1,16,Maize
Black,310.4,34.1,15.7,81.3,11,22.3,24.9,Rice
Loamy,397.4,23.5,22.8,79.8,6.3,10.2,23.2,Wheat
Red,308.2,29.3,15.3,81.5,7.2,19.8,22.3,Tur
Sandy,321.6,20.4,19.8,66.3,10.4,11.5,20.1,Mustard
Saline,254.3,22.8,11,41.3,9.1,25.4,16.9,Bajra
Saline,394.7,33.6,14,53.7,6.5,3.5,23.8,Maize
Alluvial,263.2,34.9,11.5,69.7,5.8,3.1,23.2,Wheat
Alluvial,346.9,22.3,7.2,34.7,11.7,4.8,14.8,Bajra
Sandy,379.4,24.6,13.3,71.7,4.7,7.7,19,Bajra
Saline,373.3,22,20.3,58.4,4,3.1,21.2,Cotton
Laterite,164.9,28.7,12.9,26.7,9.4,4,20.8,Bajra
Loamy,49.9,22.5,18,59,8.9,10.6,20.2,Bajra
Saline,85.3,28.7,20.2,24.7,9.9,4.8,24.4,Soybean
Calcareous,42.5,34.6,11.5,21,9.9,24.5,23,Chana
Sandy,60.1,33.7,21,82.3,10.9,3.5,27.4,Mustard
Laterite,90.2,25.6,11.8,54.3,11.4,27.4,18.7,Sesame
Loamy,149.6,33.5,10.1,58,10.2,26.4,21.8,Cotton
Saline,226.5,38.6,9.4,39.6,5.9,7.8,24,Cotton
Red,290.4,27,9,58,7.7,4,18,Sugarcane
Peaty,100.2,26.6,19.7,31.8,9.1,5,23.2,Cotton
Calcareous,275.6,31.4,22.8,72.2,8.3,17.7,27.1,Tur
Red,287.6,24.9,9.6,77.6,5.3,18.8,17.2,Groundnut
Alluvial,232.3,33,6.7,79.9,8.7,10.8,19.8,Tur
Alluvial,363.4,36.6,11.3,27.5,11.1,10.3,24,Cotton
Saline,62.2,29.2,18.2,59,7.3,16.9,23.7,Chana
Alluvial,87.3,33.6,12.4,76.6,9.4,10.6,23,Mustard
Calcareous,182.9,33,16,29,8.9,28.2,24.5,Tur
Loamy,68.2,20.8,19.9,27,7,12.7,20.4,Groundnut
Clayey,235.2,23.7,13.2,77.2,8.5,8.2,18.4,Sugarcane
Black,171.4,37.9,25,75.8,5.7,6.1,31.4,Soybean
Sandy,128.1,38.8,11,51.4,8.4,19.7,24.9,Chana
Loamy,84.6,35.6,24.6,27.7,10.4,11.1,30.1,Maize
Clayey,147.4,38.4,9.1,56.1,10.1,7.3,23.8,Mustard
Laterite,251,26.1,7.2,47.6,6.9,9.7,16.7,Tur
Calcareous,238.8,25,20,56.3,4.9,10.6,22.5,Sesame
Red,82.2,27.7,19,50.8,10.4,19.5,23.4,Sesame
Clayey,67.5,21.1,21.2,59.8,6.1,6.9,21.2,Cotton
Calcareous,30.1,36.2,11.9,70.9,4.4,22.5,24,Barley
Peaty,24.7,39.7,23.6,74.2,7.6,10.5,31.6,Soybean
Red,354.3,36.5,7.4,65.4,9.9,15.7,22,Chana
Alluvial,37.1,31.1,5.6,33.9,10.5,20.3,18.4,Chana
Alluvial,297.9,25.9,11,47.8,11.9,17.2,18.4,Rice
Red,351.4,24,20.9,25,5.5,20.5,22.4,Wheat
Laterite,57.3,27.3,18.5,51.6,6.4,11,22.9,Mustard
Laterite,185.8,33.3,13.7,87.9,8.9,29,23.5,Rice
Laterite,385.7,28.9,10.1,64.9,10.5,14.9,19.5,Barley
Clayey,337,38.7,6.2,30.8,5.9,11,22.5,Cotton
Sandy,206.1,37.1,11.8,38.8,7.3,10.3,24.5,Cotton
Clayey,309.8,22,14.2,24.5,7.3,3.2,18.1,Cotton
Saline,336.7,22.6,18.7,32.8,10.2,21.2,20.6,Maize
Black,152.3,33.5,17.9,54.1,5.9,9.4,25.7,Rice
Red,359,24.6,23.9,44.1,11.8,28.9,24.2,Maize
Loamy,198.8,35.8,7,34.3,8.1,7.9,21.4,Sesame
Black,220.6,31.8,11.7,30.3,6.3,16.8,21.8,Groundnut
Peaty,399.9,24.6,14.6,65.9,6.3,22.6,19.6,Cotton
Clayey,340.5,29.6,18.4,59.1,4.1,26.4,24,Barley
Clayey,157.5,28.1,14.9,79,9.5,6.4,21.5,Rice
Calcareous,23.9,37.5,23.3,32.8,10.2,29.6,30.4,Maize
Black,257.9,20.6,17.2,79.4,4.3,27.4,18.9,Bajra
Calcareous,287.5,37.9,5.8,60.5,8.7,29,21.8,Soybean
Loamy,267.3,33,7.3,38.6,10.3,25.9,20.2,Bajra
Calcareous,387.8,34.8,20.1,39.1,7,26.6,27.4,Bajra
Black,347.9,20.1,19.3,47.3,7.5,18.8,19.7,Sesame
Red,190.6,32.6,8.1,52.2,6.9,25.7,20.4,Groundnut
Peaty,43.9,31.8,6.2,25.8,6.5,17,19,Tur
Clayey,200.9,30.7,16.6,78.9,7.9,17.1,23.6,Soybean
Loamy,281.9,35.7,17.7,28.5,5.3,17.8,26.7,Mustard
Clayey,250.9,31.1,7.7,53.8,7.5,29.9,19.4,Cotton
Saline,224.5,37.1,14.5,46.8,11.5,4.9,25.8,Chana
Peaty,198.2,24.7,11.1,55.9,4.2,24.6,17.9,Sugarcane
Sandy,131.6,36.1,23.6,82.1,5.3,9.7,29.8,Bajra
Calcareous,125.4,23.6,9.4,89.2,10.2,12.1,16.5,Cotton
Alluvial,210.1,36.3,19.7,21.4,5.1,4.3,28,Wheat
Black,81,38.8,15.4,47.5,6.2,11.8,27.1,Groundnut
Clayey,149.5,26.7,5.2,77.2,7.6,29.7,16,Barley
Calcareous,143.1,30.6,15.3,42.9,11.5,13.1,23,Chana
Loamy,243.1,33.2,7,65.4,5.5,20.8,20.1,Tur
Clayey,45.3,21.6,18.2,89.5,11.4,5.4,19.9,Cotton
Sandy,335.3,29.9,16.3,65.3,9.7,27.8,23.1,Sesame
Peaty,233.7,27.2,5.2,27.8,9.4,25.2,16.2,Tur
Peaty,274.9,37.4,9.1,79,9.8,12.8,23.2,Wheat
Clayey,287.2,37.5,20.5,87.7,4.2,11.8,29,Sesame
Loamy,130.8,34,10.5,69.9,4.8,14.1,22.2,Maize
Peaty,198.7,33.1,15,49.3,6.7,13.2,24,Sugarcane
Peaty,383.4,34.7,11.2,86.4,4.6,9.2,23,Maize
Sandy,311.3,27.3,23.4,87.8,11.9,29.7,25.4,Maize
Black,388.4,28.1,15.7,85.5,8.6,24.7,21.9,Sesame
Loamy,303.6,31.1,18.9,48.8,7.9,9.5,25,Chana
Loamy,86.7,38.8,6.7,75.3,10.3,29.5,22.8,Maize
Red,44.5,34.5,5.8,65.8,11.8,2.4,20.2,Soybean
Red,239.5,31,10.2,32.6,11.6,14.3,20.6,Groundnut
Peaty,156,35.4,11.2,57.5,10.3,17.9,23.3,Sugarcane
Alluvial,124.7,27.4,18.8,72.3,7,3.1,23.1,Wheat
Red,326.7,34.6,16.4,82.7,4.5,6.5,25.5,Chana
Peaty,159.5,28.2,12.5,80.4,4.8,9.2,20.4,Rice
Laterite,140.5,25.6,18.1,30.8,4,22.2,21.8,Maize
Saline,343,32.2,8.3,54.2,4,28.3,20.2,Soybean
Saline,341.6,33.7,6.3,53.5,11.5,19.5,20,Maize
Loamy,155.4,29.2,22.1,82.9,11.4,17.8,25.6,Maize
Alluvial,336.3,31.3,16.3,20.1,9.3,17,23.8,Bajra
Sandy,343.3,33.9,18,71.7,9.8,11.8,26,Maize
Black,181.1,35.4,11.1,63.3,8.1,25.2,23.2,Mustard
Red,45.3,37.9,12.4,84.5,5.9,17.1,25.2,Groundnut
Laterite,20.6,27.1,6.6,52,11.3,8.4,16.8,Groundnut
Peaty,218.9,39,22.1,66,6.2,5.8,30.6,Mustard
Alluvial,150.7,32.7,16.8,88.1,9.9,29.6,24.8,Wheat
Loamy,398.9,35.8,6.7,72.1,6,2.5,21.2,Wheat
Red,313.5,34,21.1,24.7,11,28.1,27.6,Mustard
Alluvial,309.3,24.1,13.9,31.7,9.2,8.1,19,Chana
Red,383,21.4,20.3,77.5,9.1,20.4,20.8,Barley
Black,357.3,34.5,5.3,43.4,4.8,10.4,19.9,Groundnut
Black,140.9,30.2,5.6,69.4,7.4,26.1,17.9,Barley
Sandy,83.1,34,8.4,69,8.2,17.2,21.2,Chana
Saline,303.4,29.5,9.2,89.6,6.4,5.9,19.4,Cotton
Calcareous,163.7,26.2,20.3,52.9,11,9.6,23.2,Bajra
Calcareous,199.8,25.7,19.1,71.6,10.7,11,22.4,Bajra
Red,259.6,34.6,17.3,23.4,7.9,26.8,26,Maize
Sandy,365,25.5,22.7,52.4,6.7,23.5,24.1,Sugarcane
Calcareous,179.3,34.3,9.9,33.1,10.4,25.2,22.1,Bajra
Loamy,317.7,27.7,23.1,78.8,5.6,3.5,25.4,Soybean
Calcareous,122,35.4,23.2,78.8,4.6,18.2,29.3,Bajra
Clayey,285.2,22.9,13.7,36.5,4.4,30,18.3,Barley
Peaty,20.6,24.1,6.9,42.3,4.3,24,15.5,Soybean
Sandy,351.2,33.7,19.5,69.2,7.9,5.4,26.6,Groundnut
Loamy,31.5,31.2,11.7,71.7,6,21,21.4,Barley
Alluvial,290.8,24.1,20.9,66,9.5,22.9,22.5,Wheat
Loamy,37.6,38.1,8.3,89.8,9.2,16.4,23.2,Soybean
Saline,121.2,25.5,15.8,80.8,8.3,4.2,20.6,Sugarcane
Alluvial,208.9,28.4,15.2,49.2,6.8,3,21.8,Wheat
Laterite,179.6,24,7,42.9,10.8,28.3,15.5,Sesame
Peaty,92.9,27.8,12.3,61.8,9.7,9.2,20,Sugarcane
Peaty,146.8,29.8,6.7,77.2,6.2,12.6,18.2,Groundnut
Peaty,296.5,25.9,14.3,53.3,8,24.3,20.1,Tur
Peaty,274.3,35.4,21.9,71.6,5.3,21.3,28.6,Chana
Red,47.3,27.9,10.4,21.3,6.6,29.1,19.2,Cotton
Peaty,304,34.6,20.3,84.8,12,4.6,27.4,Mustard
Peaty,40.2,24.1,8.7,74.2,5.8,21.8,16.4,Groundnut
Peaty,226.3,27.5,18.5,47.6,9.6,4.3,23,Groundnut
Sandy,118.8,20.2,23.3,46.9,5.9,2,21.8,Bajra
Red,243.3,35.2,11.5,27.2,11.5,5.4,23.4,Groundnut
Black,119.3,32.5,23,77.1,6.5,19.3,27.8,Rice
Loamy,394.3,36.4,15.1,73.8,6.8,20.9,25.8,Tur
Loamy,137.7,29.1,11.3,64.1,8.8,14.3,20.2,Maize
Alluvial,111.9,36,22.9,27.1,8.7,3.3,29.4,Wheat
Sandy,125.8,33,5.6,38.4,8.6,19.8,19.3,Cotton
Clayey,360.7,20.1,5.6,52.1,8.6,4.4,12.8,Sesame
Loamy,261.8,25.1,17,38.6,6.5,6,21,Groundnut
Calcareous,297.7,29.9,20.9,50.4,7.5,16.4,25.4,Rice
Clayey,368.8,32.4,20,35.8,8.7,11.5,26.2,Tur
Peaty,366.5,21.3,6.6,44.5,9.4,15,14,Soybean
Peaty,300.8,34.1,24,65.7,6,19.8,29,Barley
Red,95.2,30.9,19.1,82.5,9.6,6.5,25,Chana
Clayey,340.5,30.5,24,47,11.4,27,27.2,Soybean
Calcareous,97.4,25.8,11.6,68.4,10.1,17.7,18.7,Wheat
Red,302.3,31.9,18.9,29.4,4.7,2.6,25.4,Maize
Alluvial,280.5,20.5,22.2,57.9,7.8,19.6,21.4,Wheat
Clayey,308.4,21.3,12.6,84.5,7.5,15,17,Sesame
Sandy,222.4,34.7,24.3,22,6.7,21.6,29.5,Mustard
Peaty,262.7,26.4,10.3,38.7,7.9,24,18.4,Tur
Peaty,382.3,26.9,11.3,29.3,7.5,28.3,19.1,Soybean
Saline,58.4,24.2,23.4,57.3,4,30,23.8,Mustard
Red,137.4,28.9,24.4,67.6,5.9,17.4,26.6,Groundnut
Black,252.3,21,10.7,24,5.7,17.7,15.8,Tur
Black,386.3,26,7.7,24.9,6.8,2.6,16.8,Chana
Red,56.3,30.5,20.2,80.9,5.4,26.2,25.4,Sesame
Sandy,28.6,29.3,23.6,51.9,4.5,2.8,26.4,Maize
Laterite,41.2,40,17,52.4,5.6,19.7,28.5,Soybean
Red,39.9,27.8,17.7,86.1,10.8,4.8,22.8,Wheat
Sandy,365,27.7,20.3,42.4,10.4,10,24,Sugarcane
Alluvial,294.1,30.1,8.1,82.8,7.5,5.9,19.1,Barley
Peaty,277.3,23.8,24.5,88.2,11,5.8,24.2,Groundnut
Calcareous,218.6,37.5,12.3,36.9,5.9,4.1,24.9,Rice
Laterite,317.1,31.4,17.6,56,8.7,10.9,24.5,Tur
Clayey,79.1,23.8,14.4,57.4,5.1,13.9,19.1,Rice
Laterite,168.9,35.9,14.4,80.6,10.7,15,25.2,Rice
Calcareous,206.2,20.7,19.1,41.3,5,14.3,19.9,Chana
Saline,62,39.7,24.9,75.9,4.3,16.7,32.3,Barley
Peaty,179.4,37.3,18.2,88,6.2,26.1,27.8,Wheat
Black,140.3,31.6,20.9,78.8,11.2,19.7,26.2,Soybean
Sandy,33.5,22.2,5.6,83.6,5,2.5,13.9,Mustard
Red,72,24.3,21.2,69.6,6.6,6.8,22.8,Bajra
Red,310.3,25.6,11,83.3,6.5,11.8,18.3,Chana
Black,26.9,24.8,7.5,31.5,10.4,28.6,16.2,Bajra
Laterite,375,30,7.3,69.9,7.4,4.2,18.6,Groundnut
Peaty,52.8,38.9,18.6,71.2,8.9,21.9,28.8,Sugarcane
Loamy,323.7,28.9,25,50.7,7.2,2.9,27,Bajra
Sandy,361.5,33.2,18.3,25.6,8.4,12.2,25.8,Rice
Alluvial,377.6,33.8,10.2,63.6,4.5,23.6,22,Maize
Calcareous,349.6,37.4,9.1,23.6,7,11.6,23.2,Groundnut
Laterite,129.3,20.7,15.5,46.8,10.8,14,18.1,Rice
Clayey,146.6,28.1,6.3,47.6,9.5,27.3,17.2,Sugarcane
Saline,182.1,35.7,13,89.9,11.9,3.9,24.4,Bajra
Red,72.9,36.3,18.3,41,10.3,16.8,27.3,Barley
Laterite,28.5,38.5,24.4,77.4,7.6,12.3,31.4,Bajra
Saline,350.3,34.1,13.5,23.7,9.4,29,23.8,Tur
Calcareous,230.6,24.9,9,57.1,10.2,24.2,17,Chana
Red,251.3,30.1,21.3,57.6,6.2,5.4,25.7,Maize
Red,372.3,20.6,19.9,64,4.5,28,20.2,Chana
Loamy,272.7,32.9,22.2,76.7,7.2,7.9,27.6,Rice
Laterite,282.5,31.1,9.3,73.3,5.2,4.4,20.2,Rice
Peaty,319,33.3,13.1,73.3,6.2,17.2,23.2,Soybean
Black,64.2,38.6,24.6,50.3,11.6,22.6,31.6,Bajra
Black,156.9,33.7,8.2,70.9,10.8,22,21,Barley
Alluvial,387.9,26.4,18.4,54.4,8.7,17,22.4,Mustard
Clayey,370.7,24,9.7,24.7,7.2,15.8,16.8,Bajra
Saline,355.9,37.1,15,82.3,6.1,29.1,26,Sugarcane
Laterite,191.8,23.9,21,82.3,8.6,25,22.4,Rice
Sandy,345.7,23.2,14.8,42.6,8.3,21.6,19,Cotton
Clayey,38.4,24.1,21.1,84,10.2,7.5,22.6,Groundnut
Loamy,76.4,30.2,13.5,73.1,11.4,25,21.8,Maize
Red,177.3,22.5,25,48.1,6.6,23,23.8,Groundnut
Peaty,203.7,38.8,13.7,43.2,5.7,29.8,26.2,Cotton
Laterite,120.1,39.3,8,88.3,7.2,5.7,23.6,Chana
Clayey,155.5,39.5,13,69.9,7.5,22,26.2,Barley
Clayey,81.9,20.8,19.9,46.5,4.3,29.4,20.4,Rice
Peaty,205.9,38.9,22,64.9,10.9,15,30.4,Soybean
Alluvial,321.7,39.9,14.2,60,12,22.5,27,Groundnut
Saline,271.3,38.8,16.9,56.7,11.4,29.3,27.8,Maize
Saline,61,33.4,21.9,65.1,10.9,17.3,27.6,Mustard
Clayey,205.3,34,21.3,57.6,11.9,21.6,27.6,Wheat
Calcareous,285.1,22.4,18.2,65.8,11.3,2.6,20.3,Chana
Clayey,221.4,37.5,21.3,83.5,9.5,16.6,29.4,Rice
Clayey,168.8,21.2,16.5,89.5,5.3,9.2,18.8,Bajra
Peaty,256.3,26.4,5.1,69.7,5.3,5.7,15.8,Barley
Red,388.1,39.8,5.8,84.9,4.4,21.8,22.8,Wheat
Peaty,56.1,28.4,24.6,80.1,7.3,3.1,26.5,Cotton
Laterite,168.2,22.6,7.9,40.7,10.5,27.3,15.2,Rice
Clayey,174.5,39.4,13.1,85.3,7.9,16.5,26.2,Cotton
Saline,239.2,39.7,23.7,25,6.9,20.2,31.7,Barley
Sandy,77.8,23.7,8.9,43.1,4.9,9.1,16.3,Cotton
Saline,87.1,37.3,21.9,64.8,4.4,7.1,29.6,Tur
Black,128.4,27.8,21.4,56.9,7.2,8.8,24.6,Sesame
Alluvial,383.2,27.6,24.7,58,4.8,8.5,26.2,Sesame
Loamy,299,25.3,10.6,75.6,4.8,26.2,18,Mustard
Laterite,271.4,20.9,11.3,33.6,7.2,24,16.1,Mustard
Laterite,330.4,25.4,23.1,88.7,8,25.9,24.2,Rice
Alluvial,68.5,21.1,9.7,50.6,5.5,22.6,15.4,Soybean
Sandy,346.5,38.5,16,86.5,9.5,20,27.2,Soybean
Loamy,246,33.2,19.1,46.8,7.3,16.8,26.2,Maize
Red,147.4,37.7,10.4,62.1,4.7,9.4,24,Groundnut
Clayey,330,34.3,23.8,51.5,9.1,21.8,29,Groundnut
Loamy,325,22.6,18.3,67.3,6.9,5.8,20.5,Sesame
Sandy,341.4,38.8,5.9,32.9,4.4,16.3,22.3,Bajra
Calcareous,63.9,38,7.7,48,11.6,7.5,22.8,Soybean
Black,388.4,27,8.8,24.8,8.6,16.1,17.9,Rice
Loamy,384.7,22.2,9.9,61.9,7.8,10.2,16,Groundnut
Loamy,155.8,34.1,19.6,87.4,10.9,3.5,26.8,Maize
Black,45,34.6,6.8,23.2,11.5,16.1,20.7,Barley
Clayey,83.5,37.9,12,66.2,5.8,7.1,25,Groundnut
Loamy,397.3,21.1,23.2,74.3,10.5,6.5,22.2,Sesame
Black,233.9,22.8,16.1,34.9,10.6,12.8,19.5,Sugarcane
Black,155.5,32,10.3,39.1,4.4,12.1,21.2,Bajra
Black,129.5,32.4,24.1,34.1,9.7,26.3,28.2,Sugarcane
Peaty,117.7,20.7,9.9,40.8,4.5,17.8,15.3,Sugarcane
Sandy,272.4,27.9,23.1,27.7,8.8,25.9,25.5,Tur
Peaty,179.4,31.7,19.5,45.9,9.4,6.1,25.6,Rice
Calcareous,386.9,34.8,19.8,45.8,6.9,12,27.3,Cotton
Red,279.9,26.3,20.3,76.5,11,17.5,23.3,Barley
Peaty,321,29.7,15.1,76.1,10.4,6.3,22.4,Bajra
Peaty,131.2,36.3,21.3,75.8,11.4,5.6,28.8,Cotton
Sandy,50.1,39.1,21.7,59.7,6.5,20.5,30.4,Bajra
Red,205.4,24.6,12.2,42.8,4.2,20.3,18.4,Cotton
Alluvial,139.5,25.1,13,48.8,10.5,8.6,19,Groundnut
Black,96.8,38.8,22.8,42.2,5.8,8.4,30.8,Rice
Laterite,382,27.9,15.5,60.7,7.7,22.9,21.7,Rice
Red,188.7,34.4,22.3,85.7,10.5,5.3,28.4,Groundnut
Calcareous,86.4,32.2,17.5,39.9,5.7,27.9,24.8,Maize
Clayey,95.5,25.7,16.9,52.1,6.5,28.4,21.3,Maize
Calcareous,126.7,33.1,5.6,65.9,7.5,26.4,19.4,Tur
Black,399.7,33.1,10.6,79.1,6.2,7.9,21.8,Soybean
Red,121.8,31.8,15,37.7,7.7,2.5,23.4,Groundnut
Calcareous,144.9,22,16.7,39.6,4.1,28.2,19.4,Rice
Calcareous,270.5,39.9,17.6,82,5.7,11.6,28.8,Wheat
Alluvial,131.7,28,19.3,25.6,10.7,10.7,23.6,Wheat
Alluvial,102,32.8,18.1,62.4,7.3,9.3,25.4,Wheat
Red,80.3,37.7,22,80.2,9.1,8.8,29.8,Tur
Black,138.8,28.5,10.9,84.5,5.9,22.6,19.7,Tur
Peaty,60.2,35.5,17.8,20.9,9.2,27.4,26.6,Barley
Saline,27.1,39.4,6,45.9,12,24,22.7,Mustard
Loamy,325.8,27.2,14.6,38,8.8,20.9,20.9,Wheat
Laterite,72.4,28.1,10.4,59.8,9,10.1,19.2,Rice
Loamy,314.9,38.1,12.6,64.3,4.9,17.3,25.4,Barley
Sandy,323.1,23.2,12.1,90,7.2,8.6,17.6,Sesame
Alluvial,224.4,20.6,6.2,55.9,10.9,5.1,13.4,Barley
Red,137.7,38.2,14.3,58.6,10.7,5.4,26.2,Groundnut
Loamy,75.1,36.4,24.9,49,8.2,18.9,30.6,Soybean
Black,300,39.5,11,30.3,11.2,3.1,25.2,Cotton
Laterite,248.5,21.2,19.7,41.2,5.1,29.3,20.4,Sesame
Loamy,269.1,23.1,16,37.3,9.3,29.9,19.6,Sesame
Laterite,23.3,22.1,11.5,76.1,6,6.2,16.8,Bajra
Clayey,372.5,33.7,6.8,58.2,9.2,14,20.2,Rice
Black,45.2,32.1,9.3,40.7,4.7,23.5,20.7,Mustard
Saline,159.4,27.2,20.6,54.2,11.5,28.7,23.9,Cotton
Calcareous,173,21.1,10.6,35.3,10.3,27,15.8,Maize
Laterite,20.5,32.8,7.9,33,5.6,9.1,20.3,Mustard
Black,208.9,31.4,11.6,80.2,9.1,4.4,21.5,Chana
Laterite,306.1,22.3,16.7,86.1,10.1,10.1,19.5,Rice
Laterite,332.8,38.2,19.1,25.6,5.7,14.2,28.6,Mustard
Peaty,354.2,24,12.7,73.5,4.7,12.1,18.4,Sugarcane
Peaty,205.3,34.9,15,51.7,6.8,23.7,25,Mustard
Black,259.6,37.7,14.1,47.2,5.1,9.2,25.9,Cotton
Peaty,50.2,31.6,5.2,68.3,8.5,26,18.4,Mustard
Sandy,205.5,24.9,12.9,38.6,7.4,8.3,18.9,Maize
Saline,78.8,26.2,16.7,21.4,7.7,12.1,21.4,Bajra
Red,160.5,37.7,16.4,35,8.3,14.5,27,Groundnut
Black,145.1,26,20,32.9,11.9,10.2,23,Barley
Black,180.9,34.9,18.4,22.4,10.3,23.5,26.6,Bajra
Sandy,237.2,39.8,10.5,42.5,9,13.5,25.2,Chana
Alluvial,363.1,40,10.1,53.2,6.9,26.8,25,Wheat
Alluvial,169.9,30.7,14.3,71.5,4.2,29,22.5,Wheat
Peaty,392.8,36.5,19.7,42.8,4.9,26.1,28.1,Maize
Red,308.4,39.8,6.9,33.6,9.8,16.6,23.3,Sugarcane
Peaty,214.4,27.5,24,36.1,7,16.3,25.8,Maize
Clayey,264.7,25,15.9,82.4,6.7,8,20.4,Maize
Clayey,58.8,22.3,11.1,34.3,11.1,18.6,16.7,Wheat
Calcareous,340.9,22.8,18.9,81.5,7.9,28.7,20.8,Maize
Clayey,241.3,37.1,5.9,51.3,11.2,4.3,21.5,Soybean
Alluvial,394.7,31.8,14.7,85.4,11.1,23.1,23.2,Barley
Saline,261.8,37.5,14.7,48.6,4.6,26.3,26.1,Sugarcane
Clayey,337,35.8,8.2,32.4,11.6,29.6,22,Groundnut
Peaty,323.9,33.5,21.7,58.4,4.6,11.4,27.6,Soybean
Laterite,151.3,32.2,20.9,61.1,11.7,12,26.6,Rice
Black,118.7,21,8.1,64.5,7.6,8.4,14.6,Maize
Saline,183.6,37.4,12.3,48.8,10.1,24.1,24.8,Wheat
Saline,197.6,28.4,7,23.4,9.6,5.9,17.7,Mustard
Peaty,111.2,31.2,22,63.9,8.1,9.5,26.6,Chana
Black,359.9,20.4,11.5,85.3,9,10.3,16,Tur
Alluvial,226.2,38.7,13.8,87,11.6,12.5,26.2,Wheat
Saline,391.8,38.1,11.5,61.8,11.4,13.8,24.8,Maize
Calcareous,327.8,30.9,11.2,21.4,9.2,17.7,21,Wheat
Peaty,231.2,31.5,19.9,27.4,9.3,28.6,25.7,Mustard
Saline,379.9,34.1,20,78.4,6,8.9,27,Rice
Red,211.9,25.3,15.4,78.1,10.6,23.8,20.4,Groundnut
Black,357.1,24.4,18.2,86.2,9.1,20.9,21.3,Soybean
Clayey,156.1,33.5,15.2,59.5,10.6,5.2,24.4,Tur
Saline,163.9,22.1,5.6,80.5,9.3,24.7,13.8,Groundnut
Peaty,178.9,29.1,6.3,77.7,6.4,4.5,17.7,Wheat
Clayey,227.7,29.9,12.7,61.3,5.5,22.7,21.3,Cotton
Calcareous,230.3,27.6,20,74.9,4.6,22,23.8,Maize
Clayey,208.6,23.7,23.3,28.8,8.7,21.3,23.5,Wheat
Red,136.3,27.1,5.6,64.7,6.3,9.7,16.4,Mustard
Alluvial,372.3,26.8,12.4,86.7,9,18.1,19.6,Cotton
Saline,243.7,30,9.5,31.3,4.5,23.3,19.8,Bajra
Loamy,174.9,33.5,21.3,72.1,7,19.9,27.4,Maize
Loamy,267.4,39.4,21.9,42.5,6.1,24.5,30.6,Maize
Clayey,311.8,22.9,9.1,77.2,7,21.3,16,Rice
Sandy,385.1,37.5,19.2,68.8,4.4,9.7,28.4,Groundnut
Black,209.8,25.7,19.6,84.8,9.8,6.3,22.6,Tur
Loamy,62.6,31.8,8.5,69.8,4.9,19.7,20.2,Soybean
Sandy,187.5,30.9,13.7,48.7,4.1,23.3,22.3,Soybean
Loamy,202,31.1,17.4,20.8,11.6,6,24.2,Maize
Sandy,360.9,34.5,5.5,75.5,5.5,6.9,20,Chana
Black,170,27.6,13.1,48.6,10.6,2.3,20.4,Soybean
Laterite,382.3,26.4,8.1,66.9,11.7,16.9,17.2,Wheat
Loamy,204.4,37.1,15.8,27.4,8.3,17.2,26.4,Maize
Red,390,24.4,21.9,82.4,8.2,16,23.2,Soybean
Saline,23.1,23.6,15.5,50.5,6.9,10.8,19.6,Soybean
Sandy,361.5,20.3,5.7,84.4,7.4,14,13,Sugarcane
Saline,373.8,24.2,5.6,69.5,7.9,23.5,14.9,Maize
